"jude law beautifulli film vampir flick offer complet lack erotic excit lead ladi appeal decent fight moment mild suspens onenot plotbr br movi wax philisoph seri convers law charact dog homicid detect well plai timothi spall despit best effort actor stake cross film banalitybr br lesser actor lead role benefit oliv curti cinematographi crocodil blend sea lowbudget vampir quicki",0
"documentari revolv eva moze kor holocaust survivor mengel experi twin consist version happen auschwitz comparison emot survivor twin experi movi great review topic dare voic contrari opinion aboutbr br larg movi suck emot moviemak viewer concentr user review imdb eric monder critic issu public forum find sweetest nectar dramat sequenc group jew argu kor jewish center word forgiv debat isol outnumb kor hold time sappi hold movi dormant emot repertoir loos clearli strongwil eva kor forgiv nazi captor movi delv forgiv viewpoint kor movi public statement forgiv nazi territori meat movi surround ined fat forgiv sick cowbr br mission test theori forgiv order heal wound promis land meet arab discuss issu face dialogu lead better understand situat heavili interspers debat discuss jew forgiv nazi includ jewish center chicago teari ei screen will find hardpress obviou contradict statementsbr br firstli notic bodi languag defens unwil listen room full arab scholar teacher comment fear kidnap wast time effort monei entir annoi dr sami advan professor educ bethlehem univers kor statement asleep apartmentbr br final debat jewish center chicago grill forgiv wake continu suffer trauma actsbr br will cut chase movi hope hadn chosen watch movi movi badli fail delv deeper auschwitz apart pure trivial suffici sure holocaust refresh viewer memori incit barrag tear kor subject documentari unabl engag fair discuss discuss abil limit parrot stanc forgiv best complet unwilling listen participatebr br lastli retard todai notic differ peac forgiv quot imdb user forgiv weak contrari reliev hold soul suffer perfect layman definit peacebr br guess propaganda blind faith polit correct room question human mind fathombr br ps dictionari bookstobui list keep",0
"happen copi mine spent monei find respons demand terribl student film understand medium film absent god aw stori reject origin twilight zone seri unorigin lame chang tone lead charact reaction ghost laughablebr br agre glow review film friend famili afraid entertainingli badbr br amateur extrem br br avoid avoid avoid",0
"ll cool perform better movi expect fabul job renegad cop renegad depart great job build viewer empathi charact predica sort gentl giant person rough exterior scare heart clearli place start amaz job clearli best charact moviebr br perform will win morgan freeman award star powerhous film shawshank redempt film step role edison simpli allow true talent actor term conglomer charact sadli burner wai charact mose ashford pivot role disappoint true letdown hope filmbr br timberlak stai music industri portray young journalist unpersuas movi typic action movi initi bear resembl corrupt polic affair la experienc action movi share shootemup scene blood gut scene typic unrealist painfulli predict watch movi suspens will happen typic expect goodcopsbadcop conflict bear resembl real polic shootoutbr br irk timberlak charact behav shootout scene start gun final fire fire gun life bullet gun second move suddenli fulli load gun extra ammo plot error ruin movi mebr br blatantli fiction plot fantasi turn love movi person matter kind movi long realist stori true stori fiction aspect feel unsatisfi",0
"frankli incens basi dazzl review attribut steven smith wast hour debut offer written pal action clunk music irrit script simpli dire actor garden mediocr best support effort young filmmak brilliant will sure encourag mistak continu write script actor ventur film low budget member public purchas scratch",0
"movi good flesh expect director talent good camera angl artist idea typic asian director creat good stori stori fragment sort direct film find solid explain interest angl basic movi fit explan press releas good actor good perform jude law outstand bad chose weak film",0
"drama bad hit point funni script absolut dire direct appal light pure armatur thing true bad good feel sound design bad add suspens stori hard destroi speech continu problem season door shot final appal profession product feel univers media project feel",0
"captiv mind uninterest unentertain unsuspens unsexi unfathom unwatchablebr br hate movi mid late nineti basic ripoff scream knockoff film classic pander demograph movi success add level degeneraci twelv fourteen year girl thei aim feel thei hardcor hipbr br movi load bore crap hell happen larri cohen attach good surpris bad surpris movi love interest turn psychopath life movi",0
"absolut fantast br br legion cinema purist choke latt allow elabor enjoi simpli worst film worst film cinema impress claim rememb daredevil big screen lead daniel gilli elisha cuthbert unconvinc best downright aw worst cours weren help script emot depth daphn celest singl characteris convinc oj defenc plot stretch term thin nonexist gore scene whilst undoubtedli brutal irrelev laughabl formula plot revolv twentysometh model cuthbert abduct imprison subject viscer tortur psycholog physic tortur scene feel disconnect set piec emphasi laid squar shock scare audienc whilst posit draw film redeem featur flaw dread film heard vocal audienc cinema twenti minut entir cinema stitch remain flush laughter buoi film ascend pinnacl appal filmmak whichev cinemat achiev blueprint futur directori wannab detail minut filmbr br ps mention manag film freeso afford laugh tempt monei backit bad",0
"keep short greg help succinctli captiv gui drug girl drink imprison tortur pose captiv sex singl twist punchlin film tortur slow motion rape good movi bad good badbr br mention critic spoiler code dare break tempt vile cojon step garbag mebr br monei pooppeddl",0
"reason filmographi styliz dai comment onbr br film asinin st centuri grind hous fodder gore gratuit simpli revolt care charact care cretin bother pen crap complain monei spent wise left minut adjoin theater watch adventur entertain live free die hard higher rate simpli endur utter poop captiv minut",0
"man hous true situat comedi sens word comedi concern charact call robin tripp plai great richard sullivan find wild parti ladi call jo chrissi iron parti held goodby flatmat obviou happen move inbr br man hous precursor cook mortim spin georg mildr featur charact landlord jo chrissi robin charact turn linchpin man hous mildr late yootha joyc best seri semiregular charact larri doug fisher useless person scroung round borrow return itbr br american version call three compani stand chanc compar funnier origin thame risk produc comedi man share flat women conserv time worri rate time peopl watch good fashion bit comedi inspir cast sharp script piti modern comedi reach high standardbr br programm network dvd",1
"great film time thought absorb start finish plai wouldn film good",1
"peopl wonder movi sure thet love song sing sing danc danc sing song time fave music song strutter mirror watch",1
"long film fan peter cush david mccallum agre romant subplot wast time talent mccallum shine juvi role heaven turner classic air week imagin lot problem children war thing boi bit scari wouldn met welllit street dark good insight feel firebug well call firefli",1
"comedi best signatur tune comedi stori three peopl share flat live landlord georg mildr comedi rest mix peopl share man women richard sullivan besot paula wilcox plai gentl leer successbr br script star best perform richard frustrat love life relax charm titl visual joke unnot earli concern flat sharer live arrang",1
"love movi stori best danc bit charact learn won movi broadwai",1
"lot seri pilot dark angel open mixtur great potenti slight problem find feet unusu feel work better stori tighten focus todai catch instantli face cancel seri bit disservic halfwai focus gun blazingbr br ninetyminut pilot feel episod glu episod problem focu half introduc max fill drive interest routin max abil win bet interact pi sort cowork domest problem problem ordinari human normal set gene televis otherwisebr br hit second half stori purpos focu halv max find focu attent pirat journalist feel mission life save expos dirti dealer time second half repercuss catch max reluctantli clean mess set premis entir rest seri work click piec coupl complet imag left fill episod point fact content episod easili told twentyeight minutesbr br neg lot support cast total unendear origin cindi annoy doubt chang twenti episod bad daytim soap qualiti commend jessica alba worst actor short term convinc stori leastbr br good premis product valu topnotch fact seri consid expens produc unfortun cancel order replac season ampl time simpli cancel piec disingeni garbag flog banner realiti tv fact dark angel imagin overhyp draw attentionbr br dark angel pilot ten rise level throwawai televis chanc live potenti time potenti matter pilot concern",1
"agre review compar film american intern pictur basil deardon direct brutal realist film honest attempt portrai rise juvenil delinqu post war england sentiment blackboard jungl cinematographi excel captur scari isol huge hous estat estat prison stanlei baker excel harden detect reassign juvenil divis urgent urgent larceni ic lolli find butt joke david mccallum britain top young talent fifti role stanlei baker film hell driver portray johnni fanat inspir frighten ann heywood good cynic cathi wouldn romant subplot itbr br detect jack truman investig string arson attack label firefli find evid lead breakthrough assign juvenil divis pretti disgust feel proper polic work amid heckl call year murphi twin work scam local lolli shopsbr br twin meet brother charismat johnni embitt sister cathi start appreci life ghastli hous estat turn young kid crimin involv famili realis strong link fire johnni frighten chines youth work laundri local priest peter cush unusu role hammer horror explain johnni younger rescu peopl burn build hail hero recaptur feel felt light fire school sieg film real viewer felt children fear teacher safeti lock room frighten gunmanbr br thought excel film social problem britain experienc warbr br highli recommend",1
"film british teen movi address realiti violent rock roll societi lucid parodi teenag life attempt celebr work liverpool junior liaison offic open titl point potenti delinqu dealt scheme commit second crime pretext teendrama film epilogu instruct feel respons delinqu mixedup seembr br stanlei baker plai tough detect reluctantli post juvenil liaison offic hardboil charact role typic baker current trail notori arsonist firefli relish distract transfer good polic drama led full circl remark turn event origin investigationbr br case lead young children mari patrick murphi plai reallif brother sister duo commit petti theft meet cathi satisfyingli portrai ann heywood older sister eventu romant involv obviou squalid environ innerc estat breed ground juvenil delinquencybr br elder brother murphi famili johnni leader gang rock roll hoodlum mccallum eyecatch turn american mixedup kid ow marlon brando previou british star remind brando charact johnni wild led leatherclad gang rebelli biker film johnni lead gangbr br thankfulli preachi earlier dearden crime drama blue lamp appar well drawnout charact side law drama delinqu romant interest heywood baker forefrontbr br plot whilst time predict deliv memor scene disrupt influenc rock roll music thought plai scene johnni abandon music lead menac advanc polic sergeant grippingli memor piec film climat classroom scene bunch terrifi school children includ mari patrick held hostag gunpoint johnni light reallif dumblain massacr scene horrifi understand film seldom air modern audienc",1
"movi review refer roger ebert review movi respect critic industri starsbr br great movi perfect spectacular enjoi choru stori group stori live broadwai hope read review peopl time wast romanc zach cassi incorrect view stori stori told broadwai hope peopl fail realiz dancer broadwai thing common man point showcas talent special dancer poignant thing regard life gener studi life broadwai star dream broadwai star watch movi great feel relationship exactli charact br br great music slow point time confus pace stori thoroughli enjoi closer movi will understand talk",1
"film shot locat gerard garden liverpool uk answer film blackboard jungl film stand test time well moral stori relev todai film featur fine perform notabl british actor david mccallum stanlei baker peter cush ann heywood baker plai liverpool cop assign juvenil liaison duti premis catch kid earli ag will respons adultsbr br notabl cameo film includ freddi starr fred fowel melvyn hay gloria tsai chin michael chow plai brother sister real life brother sister caught arsonist web tsai chin latest nicol kidman film interpretor br br violent playground featur gun sieg school tv event scotland russiabr br live gerard garden film shot born time fond memori area complet documentari gerard garden includ extract violent playground small uk film coast coast star lenni henri pete postlewait tenement demolish film keep memori alivebr br complaint resid film releas film portrai area bad light time help heal woundsbr br gem film recommend seek",1
